game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp,team_elo
W (41-19),1,19,33,251,3,27,147,1,5.4,60,6.6,2,9,2,22,3,39,1,0,1,4,26,52,275,1,32,114,1,3.6,84,4.6,2,8,2,25,8,51,1,3,102.7123877396788
W (37-24),1,16,24,228,2,51,252,2,4.9,75,6.4,3,17,3,29,8,50,1,0,0,2,14,27,198,1,29,181,2,6.2,56,6.8,1,8,1,18,5,55,0,2,146.45693875630326
L (0-38),1,6,20,55,0,32,114,0,3.6,52,3.3,0,6,0,9,2,30,0,1,0,1,34,42,263,0,41,255,5,6.2,83,6.2,1,17,1,28,10,80,0,1,-3.761733560174888
W (23-20),1,10,17,107,1,37,77,1,2.1,54,3.4,2,4,2,9,5,74,1,0,0,2,23,43,194,0,42,165,2,3.9,85,4.2,5,8,5,24,5,55,1,1,37.87252643597188
W (30-15),0,11,20,127,1,52,230,3,4.4,72,5.0,0,12,0,19,8,64,0,0,1,2,30,49,372,2,25,46,0,1.8,74,5.6,1,2,1,21,1,5,2,0,58.308304189700145
L (16-47),2,24,39,257,1,33,126,1,3.8,72,5.3,0,8,0,22,2,20,1,1,0,1,14,19,231,2,41,258,3,6.3,60,8.2,0,13,0,22,1,5,0,1,42.58796672335916
W (21-14),0,25,36,233,2,34,99,1,2.9,70,4.7,1,7,1,18,11,77,0,0,0,5,14,27,165,1,30,121,1,4.0,57,5.0,4,5,4,16,6,46,1,4,19.698934410443
L (9-14),1,22,37,303,0,37,107,0,2.9,74,5.5,1,9,1,23,10,55,0,1,0,1,16,27,177,1,41,107,1,2.6,68,4.2,1,7,1,17,7,72,0,1,23.465426849234294
L (15-17),0,27,37,272,1,40,63,1,1.6,77,4.4,4,5,4,23,12,110,0,0,0,2,14,28,133,0,28,144,2,5.1,56,4.9,4,4,4,14,5,65,0,2,5.353842750482238
W (44-7),0,27,37,364,2,35,114,2,3.3,72,6.6,2,7,2,28,5,50,0,0,1,2,14,28,140,1,27,60,0,2.2,55,3.6,1,5,1,12,3,28,1,1,7.766540985681186
L (16-52),6,23,44,190,2,40,179,0,4.5,84,4.4,1,11,1,22,10,70,1,5,0,0,10,18,124,2,33,185,4,5.6,51,6.1,1,8,1,15,4,55,0,0,-11.459421108375206
W (37-34),1,15,21,192,2,33,335,3,10.2,54,9.8,2,10,2,19,3,35,1,0,1,0,30,40,285,3,37,146,1,3.9,77,5.6,3,9,3,27,5,55,0,0,2.4627946618815244
L (25-27),0,14,22,131,0,39,161,3,4.1,61,4.8,1,9,1,16,15,133,0,0,1,2,13,22,147,1,37,277,2,7.5,59,7.2,2,11,2,18,7,59,2,0,16.053832915384397
L (7-46),1,7,17,62,0,36,106,1,2.9,53,3.2,1,8,1,12,6,61,0,1,0,0,15,25,241,2,39,277,2,7.1,64,8.1,2,9,2,19,7,45,0,0,5.502567803091076
L (7-30),3,22,45,193,1,31,131,0,4.2,76,4.3,0,6,0,17,6,44,1,2,1,2,10,18,219,2,40,194,2,4.9,58,7.1,1,7,1,15,3,30,1,1,-7.883434435764185
L (14-52),1,14,23,119,1,33,137,1,4.2,56,4.6,1,6,1,13,7,51,1,0,0,0,18,27,288,1,41,222,6,5.4,68,7.5,4,14,4,29,3,33,0,0,-19.488339178267964
W (55-24),0,13,22,206,0,52,311,6,6.0,74,7.0,4,12,4,26,13,103,0,0,1,2,17,37,195,1,25,148,1,5.9,62,5.5,2,7,2,18,11,96,0,2,25.278208690024496
L (28-33),2,9,22,190,1,30,113,3,3.8,52,5.8,1,6,1,13,9,61,0,2,0,1,20,32,212,2,48,212,2,4.4,80,5.3,3,13,3,23,4,30,0,1,6.093132672467292
L (27-28),1,22,38,298,3,37,151,0,4.1,75,6.0,0,7,0,21,6,59,1,0,1,1,20,35,302,3,33,196,0,5.9,68,7.3,2,10,2,24,5,50,0,1,-7.58701422153522
W (34-0),0,15,19,213,2,38,149,2,3.9,57,6.4,5,7,5,22,5,35,0,0,1,3,13,21,92,0,33,148,0,4.5,54,4.4,1,8,1,12,7,68,2,1,32.51496901897923
W (19-13),2,25,38,241,1,32,97,1,3.0,70,4.8,1,4,1,19,6,33,0,2,0,2,14,25,201,1,40,196,0,4.9,65,6.1,1,9,1,19,10,75,2,0,45.56239049575696
L (23-34),0,16,30,180,2,32,171,1,5.3,62,5.7,3,11,3,22,9,69,0,0,0,0,25,31,323,2,40,123,2,3.1,71,6.3,3,8,3,25,5,68,0,0,59.61393329641118
L (3-34),1,18,29,142,0,23,46,0,2.0,52,3.6,3,4,3,13,3,15,0,1,1,0,23,33,278,2,27,169,2,6.3,60,7.5,0,8,0,19,7,70,0,0,-5.441343075170814
W (59-35),0,21,34,254,3,33,269,4,8.2,67,7.8,1,14,1,24,6,75,0,0,1,3,20,31,257,2,38,179,3,4.7,69,6.3,4,8,4,24,4,29,2,1,32.027002255210256
W (29-13),0,19,34,235,2,40,265,0,6.6,74,6.8,4,13,4,28,3,30,0,0,0,1,23,41,228,2,23,22,0,1.0,64,3.9,2,3,2,14,7,75,0,1,69.35927839496924
W (48-31),1,25,37,345,3,38,194,3,5.1,75,7.2,5,11,5,28,10,97,0,1,1,1,21,33,278,4,29,68,0,2.3,62,5.6,4,5,4,20,6,61,1,0,101.17061649243877
W (24-14),1,16,34,211,3,46,167,0,3.6,80,4.7,1,9,1,20,7,64,0,1,0,3,16,37,188,1,21,40,0,1.9,58,3.9,4,2,4,15,6,45,1,2,107.33349834492284
W (55-27),2,13,20,258,3,57,294,3,5.2,77,7.2,4,13,4,25,5,35,1,1,0,3,14,27,234,1,30,123,2,4.1,57,6.3,1,8,1,16,7,59,1,2,19.201922910773426
L (24-43),2,16,33,302,2,24,82,1,3.4,57,6.7,2,3,2,14,7,52,1,1,1,0,15,23,141,2,58,384,3,6.6,81,6.5,2,16,2,26,7,75,0,0,35.15817042667492
L (7-39),2,9,26,102,1,26,79,0,3.0,52,3.5,1,4,1,8,6,58,0,2,0,1,16,28,199,3,42,222,1,5.3,70,6.0,1,10,1,20,9,62,1,0,51.54545069197352
L (24-38),0,18,34,206,1,27,107,2,4.0,61,5.1,1,6,1,16,6,55,0,0,0,1,9,16,169,2,55,342,3,6.2,71,7.2,1,16,1,23,2,25,1,0,40.08836441525158
L (10-28),2,23,40,244,1,22,16,0,0.7,62,4.2,1,3,1,15,9,104,1,1,0,0,23,30,185,1,35,149,2,4.3,65,5.1,5,10,5,22,12,105,0,0,-9.927683370689834
W (38-31),0,25,41,341,2,42,91,3,2.2,83,5.2,4,8,4,24,6,45,0,0,1,1,11,21,148,2,41,166,1,4.0,62,5.1,0,9,0,15,7,69,1,0,28.511876744198695
L (28-31),1,34,40,388,3,19,-29,1,-1.5,59,6.1,1,3,1,20,5,20,0,1,1,1,17,26,238,2,43,185,2,4.3,69,6.1,0,14,0,22,5,19,0,1,42.82091773263742
W (34-23),0,25,31,323,2,40,123,2,3.1,71,6.3,3,8,3,25,5,68,0,0,1,0,16,30,180,2,32,171,1,5.3,62,5.7,3,11,3,22,9,69,0,0,79.91617753659386
L (0-52),2,13,24,74,0,32,118,0,3.7,56,3.4,1,4,1,11,3,25,0,2,0,1,25,33,355,4,41,190,3,4.6,74,7.4,0,10,0,26,3,25,0,1,-3.4683782765234885
W (27-17),1,14,22,132,1,43,226,2,5.3,65,5.5,0,9,0,14,3,25,0,1,1,1,26,44,276,2,25,48,0,1.9,69,4.7,1,2,1,15,2,18,0,1,10.203913977712016
W (31-24),2,22,30,269,1,39,186,3,4.8,69,6.6,1,11,1,24,5,30,1,1,1,1,30,44,347,1,20,101,1,5.1,64,7.0,1,5,1,21,12,112,0,1,23.285646967105976
W (17-6),0,11,20,142,1,36,192,0,5.3,56,6.0,0,9,0,14,7,65,0,0,1,4,23,40,319,0,35,134,0,3.8,75,6.0,3,9,3,25,10,65,2,2,69.91982949032176
L (7-50),3,14,33,222,1,30,88,0,2.9,63,4.9,1,3,1,11,5,42,1,2,0,0,27,37,381,3,46,248,3,5.4,83,7.6,2,12,2,29,5,45,0,0,-3.4371715717147033
W (48-14),1,10,15,121,2,66,421,4,6.4,81,6.7,5,23,5,32,6,69,1,0,1,1,9,16,87,0,26,163,2,6.3,42,6.0,2,3,2,9,12,93,0,1,5.8045539088518545
W (29-20),3,24,41,272,1,41,99,1,2.4,82,4.5,3,7,3,21,6,51,1,2,1,3,18,31,136,0,37,134,1,3.6,68,4.0,1,6,1,15,8,65,2,1,37.42964546489648
W (17-10),2,9,24,128,0,44,181,2,4.1,68,4.5,5,7,5,18,4,50,1,1,1,1,14,30,88,0,32,90,0,2.8,62,2.9,2,6,2,10,12,95,1,0,45.7290818015565
W (26-20),2,25,40,250,3,30,93,0,3.1,70,4.9,1,4,1,18,9,80,1,1,0,2,19,35,156,0,38,132,2,3.5,73,3.9,2,7,2,19,7,57,1,1,19.412640922343044
W (45-17),1,14,21,216,3,35,124,3,3.5,56,6.1,3,7,3,17,7,64,0,1,0,4,21,35,127,1,40,168,1,4.2,75,3.9,5,6,5,18,6,55,3,1,58.79606351927372
L (14-24),1,18,31,205,2,20,74,0,3.7,51,5.5,2,4,2,15,7,55,0,1,0,0,23,31,167,2,49,245,1,5.0,80,5.2,2,14,2,25,5,45,0,0,74.5996402638167
L (27-28),0,27,48,295,3,29,98,1,3.4,77,5.1,3,6,3,24,6,56,0,0,1,6,13,24,258,1,50,211,3,4.2,74,6.3,3,14,3,23,7,85,3,3,89.82757482521946
W (20-14),4,25,38,283,0,51,183,2,3.6,89,5.2,1,9,1,26,10,70,0,4,0,2,20,34,192,1,41,95,1,2.3,75,3.8,3,5,3,17,10,95,1,1,17.48776488667827
L (24-35),2,20,36,204,0,32,127,3,4.0,68,4.9,4,7,4,21,5,30,1,1,0,2,19,32,223,4,45,191,1,4.2,77,5.4,0,14,0,26,9,91,1,1,3.7895402383248786
L (24-55),2,17,37,195,1,25,148,1,5.9,62,5.5,2,7,2,18,11,96,0,2,0,0,13,22,206,0,52,311,6,6.0,74,7.0,4,12,4,26,13,103,0,0,22.675872476943965
W (56-34),2,16,29,269,5,36,225,2,6.3,65,7.6,0,7,0,19,9,87,0,2,1,3,23,41,294,3,38,111,2,2.9,79,5.1,4,6,4,23,5,35,0,3,35.88326294843396
W (28-14),0,17,28,241,1,35,134,2,3.8,63,6.0,3,8,3,21,7,82,0,0,0,0,20,30,177,0,41,152,2,3.7,71,4.6,5,11,5,24,10,99,0,0,20.506682444863056
W (37-34),0,27,39,295,3,52,152,1,2.9,91,4.9,2,8,2,27,11,99,0,0,1,0,24,34,311,2,33,112,1,3.4,67,6.3,5,6,5,24,9,82,0,0,38.30609922894108
L (14-38),2,27,42,211,0,41,121,2,3.0,83,4.0,2,9,2,24,5,60,1,1,1,1,10,13,222,4,31,199,1,6.4,44,9.6,1,7,1,16,7,46,1,0,52.965602859457675
L (21-25),1,29,48,354,2,34,121,1,3.6,82,5.8,2,6,2,23,10,89,1,0,0,1,14,25,157,1,34,220,2,6.5,59,6.4,4,9,4,20,9,77,0,1,61.72656246311388
L (17-41),2,14,26,122,0,28,139,2,5.0,54,4.8,2,8,2,17,2,25,0,2,1,1,26,36,385,3,33,144,2,4.4,69,7.7,2,8,2,25,2,26,0,1,-4.318557597468352
W (45-28),1,26,28,277,3,36,226,3,6.3,64,7.9,2,13,2,27,6,54,1,0,0,1,20,34,240,1,56,240,3,4.3,90,5.3,4,15,4,31,8,70,1,0,13.06785474427333
L (17-23),2,20,32,223,2,40,138,0,3.5,72,5.0,1,10,1,22,6,36,1,1,0,2,16,26,169,0,43,143,3,3.3,69,4.5,0,9,0,18,6,47,1,1,20.322724235877175
L (20-34),2,9,30,113,1,38,115,1,3.0,68,3.4,1,6,1,13,5,42,1,1,1,3,25,40,309,2,33,146,2,4.4,73,6.2,2,7,2,26,5,48,0,3,32.90289936201991
L (10-16),2,12,25,116,1,47,132,0,2.8,72,3.4,6,7,6,19,5,55,0,2,0,3,10,24,114,0,37,179,2,4.8,61,4.8,2,8,2,15,12,140,1,2,-9.997193204006324
W (38-20),0,14,26,161,0,52,259,5,5.0,78,5.4,1,12,1,22,11,82,0,0,1,5,21,35,281,3,25,87,0,3.5,60,6.1,2,6,2,22,5,29,2,3,5.724012159347382
L (37-41),2,22,31,351,3,43,168,1,3.9,74,7.0,0,11,0,26,7,42,1,1,1,1,27,45,336,4,26,148,1,5.7,71,6.8,2,9,2,26,5,30,0,1,-7.281834722632841
L (21-44),1,22,42,306,1,38,179,2,4.7,80,6.1,2,9,2,22,9,82,1,0,1,0,19,32,206,2,43,319,4,7.4,75,7.0,2,11,2,25,13,100,0,0,-19.277292154172805
L (7-31),1,20,29,129,1,30,53,0,1.8,59,3.1,1,5,1,13,3,25,0,1,0,0,15,25,180,1,40,234,3,5.9,65,6.4,0,13,0,23,9,80,0,0,-6.05996999804981
L (20-38),5,21,35,281,3,25,87,0,3.5,60,6.1,2,6,2,22,5,29,2,3,0,0,14,26,161,0,52,259,5,5.0,78,5.4,1,12,1,22,11,82,0,0,8.802765548178714
L (24-31),2,19,29,245,0,34,99,3,2.9,63,5.5,2,7,2,18,3,30,1,1,0,1,9,16,125,0,50,281,4,5.6,66,6.2,1,17,1,22,9,90,1,0,20.88072401144263
L (7-10),1,8,21,74,1,37,125,0,3.4,58,3.4,1,8,1,11,8,60,0,1,1,0,14,21,76,0,43,131,1,3.0,64,3.2,2,7,2,13,4,35,0,0,0.2606016310991759
L (21-24),0,19,27,193,0,31,98,2,3.2,58,5.0,2,6,2,20,1,10,0,0,1,0,11,16,146,0,36,190,3,5.3,52,6.5,0,12,0,18,3,35,0,0,-9.704407395839763
L (12-20),3,16,31,201,0,24,37,1,1.5,55,4.3,0,3,0,11,6,43,2,1,1,1,25,39,272,2,32,65,0,2.0,71,4.7,3,5,3,19,5,35,0,1,-28.39664968993391
L (16-42),3,12,34,222,2,26,63,0,2.4,60,4.8,1,3,1,13,10,79,0,3,0,1,16,23,254,3,51,204,2,4.0,74,6.2,3,11,3,23,7,61,1,0,-10.402646543706226
L (16-23),4,12,26,129,0,40,162,0,4.1,66,4.4,1,8,1,16,9,65,2,2,0,0,12,24,70,0,35,110,1,3.1,59,3.1,2,5,2,10,5,44,0,0,-30.108810489454424
L (11-35),2,8,18,159,1,28,42,0,1.5,46,4.4,1,3,1,10,2,15,0,2,1,0,13,17,211,1,55,289,4,5.3,72,6.9,1,12,1,23,3,31,0,0,-40.623400785996594
L (10-30),2,22,36,235,1,22,9,0,0.4,58,4.2,3,2,3,18,3,19,0,2,0,1,16,27,121,2,34,148,0,4.4,61,4.4,1,8,1,18,5,70,0,1,-11.734375668712211
W (38-21),0,27,34,252,2,33,93,2,2.8,67,5.1,5,5,5,22,5,45,0,0,0,3,33,53,338,1,28,147,1,5.3,81,6.0,1,9,1,25,17,128,1,2,25.460427860989956
L (17-25),2,24,36,220,1,27,118,1,4.4,63,5.4,3,6,3,22,12,91,0,2,1,2,17,35,172,0,34,123,2,3.6,69,4.3,4,10,4,23,5,57,1,1,5.6629138798205965
W (33-10),1,30,41,275,3,40,126,1,3.2,81,5.0,1,10,1,22,4,36,0,1,1,4,21,51,284,1,18,101,0,5.6,69,5.6,3,4,3,20,8,70,0,4,48.151537152798134
W (34-3),0,23,33,278,2,27,169,2,6.3,60,7.5,0,8,0,19,7,70,0,0,1,1,18,29,142,0,23,46,0,2.0,52,3.6,3,4,3,13,3,15,0,1,14.168754572669442
L (34-41),4,27,50,439,3,26,80,2,3.1,76,6.8,2,5,2,25,6,50,1,3,0,1,27,33,374,2,32,173,3,5.4,65,8.4,0,6,0,21,10,90,0,1,27.480331604077097
W (41-31),2,36,48,459,3,29,146,2,5.0,77,7.9,1,6,1,28,5,54,0,2,1,1,20,37,306,3,26,79,1,3.0,63,6.1,3,3,3,17,8,65,0,1,65.83562475464035
W (34-20),3,25,40,309,2,33,146,2,4.4,73,6.2,2,7,2,26,5,48,0,3,1,2,9,30,113,1,38,115,1,3.0,68,3.4,1,6,1,13,5,42,1,1,101.19216763547988
L (45-56),1,28,50,322,2,35,139,4,4.0,85,5.4,3,9,3,27,4,35,1,0,1,1,22,31,280,1,35,371,7,10.6,66,9.9,0,10,0,23,8,90,0,1,-4.3730369491629695
L (13-52),2,23,33,157,1,37,38,0,1.0,70,2.8,6,4,6,17,6,51,1,1,0,1,23,33,388,4,36,219,3,6.1,69,8.8,1,12,1,26,11,135,0,1,18.9784140227704
W (24-23),2,26,41,329,1,33,93,2,2.8,74,5.7,0,7,0,21,6,50,1,1,1,3,18,29,189,2,43,200,0,4.7,72,5.4,0,8,0,18,11,79,2,1,61.19181872488737
L (19-47),2,21,36,303,3,24,113,0,4.7,60,6.9,1,6,1,17,6,57,1,1,0,0,20,27,304,4,41,256,2,6.2,68,8.2,1,11,1,26,4,50,0,0,73.23379464835824
L (12-35),1,19,34,210,1,29,150,0,5.2,63,5.7,1,9,1,19,4,40,1,0,0,1,25,30,274,2,34,225,3,6.6,64,7.8,1,8,1,22,8,72,0,1,-6.1464023446569325
L (21-38),3,23,45,356,2,15,29,1,1.9,60,6.4,0,1,0,15,4,45,0,3,1,2,24,39,237,1,48,261,4,5.4,87,5.7,2,14,2,30,2,15,2,0,8.001468152652201
L (20-35),0,21,36,209,2,36,218,0,6.1,72,5.9,2,7,2,23,8,59,0,0,0,1,11,20,132,1,37,295,3,8.0,57,7.5,2,12,2,21,6,37,0,1,-11.130899376724082
L (27-34),2,30,43,265,1,28,109,2,3.9,71,5.3,3,7,3,21,9,95,0,2,0,1,10,16,75,1,43,271,3,6.3,59,5.9,2,13,2,19,7,68,1,0,-28.781554535974358
W (24-21),0,11,16,146,0,36,190,3,5.3,52,6.5,0,12,0,18,3,35,0,0,1,0,19,27,193,0,31,98,2,3.2,58,5.0,2,6,2,20,1,10,0,0,20.56681820264385
L (28-31),0,29,40,266,1,24,112,3,4.7,64,5.9,1,7,1,19,3,15,0,0,0,0,32,46,381,4,32,134,0,4.2,78,6.6,0,8,0,27,5,45,0,0,34.046310075156775
W (24-14),0,23,31,167,2,49,245,1,5.0,80,5.2,2,14,2,25,5,45,0,0,1,1,18,31,205,2,20,74,0,3.7,51,5.5,2,4,2,15,7,55,0,1,40.56050293526138
L (13-31),2,20,38,269,1,29,64,1,2.2,67,5.0,1,4,1,18,5,25,0,2,1,1,21,30,217,0,39,168,3,4.3,69,5.6,0,12,0,23,5,37,0,1,53.9347651432558
L (13-16),3,25,42,227,1,28,51,0,1.8,70,4.0,3,3,3,18,10,97,1,2,1,2,19,38,272,1,20,71,0,3.6,58,5.9,4,3,4,19,6,60,0,2,-9.663199803770004
L (24-27),1,26,44,272,3,29,84,0,2.9,73,4.9,3,8,3,24,7,66,0,1,0,0,24,33,224,1,34,99,2,2.9,67,4.8,2,5,2,19,9,104,0,0,-29.25165599565937
L (10-42),3,20,30,196,1,22,104,0,4.7,52,5.8,1,6,1,17,4,30,2,1,0,0,25,29,321,3,37,123,3,3.3,66,6.7,3,5,3,23,8,67,0,0,-43.07924748075961
W (21-20),2,29,53,244,3,36,102,0,2.8,89,3.9,4,9,4,24,6,50,1,1,0,0,25,31,157,1,21,19,1,0.9,52,3.4,2,4,2,14,4,60,0,0,-4.847178590561413
L (7-27),2,22,38,209,1,26,38,0,1.5,64,3.9,1,4,1,14,10,74,0,2,1,1,7,14,113,2,48,195,0,4.1,62,5.0,1,8,1,14,6,48,0,1,-10.177714008216604
W (33-7),0,12,21,142,1,42,237,3,5.6,63,6.0,0,9,0,16,5,64,0,0,1,2,16,27,84,0,24,75,1,3.1,51,3.1,3,3,3,9,4,30,1,1,-8.470975274992476
L (0-20),3,9,16,72,0,31,169,0,5.5,47,5.1,1,8,1,11,7,77,1,2,1,0,17,28,153,1,38,240,1,6.3,66,6.0,2,7,2,19,3,20,0,0,-22.79429860695924
L (14-42),4,21,33,237,2,32,98,0,3.1,65,5.2,2,8,2,20,4,43,0,4,0,0,16,21,247,3,33,220,3,6.7,54,8.6,1,12,1,21,6,59,0,0,-9.140751259286372
W (24-19),1,12,12,111,1,40,121,2,3.0,52,4.5,2,4,2,10,2,21,1,0,1,2,23,41,238,1,34,89,1,2.6,75,4.4,2,7,2,21,5,40,0,2,36.64662550328278
W (23-17),1,16,25,192,0,34,79,1,2.3,59,4.6,0,5,0,14,2,20,1,0,1,4,18,32,141,2,33,178,0,5.4,65,4.9,1,10,1,18,2,25,1,3,21.93382662377235
W (31-24),2,21,27,215,4,39,166,0,4.3,66,5.8,5,9,5,25,3,20,2,0,0,1,24,35,297,3,33,48,0,1.5,68,5.1,0,7,0,20,10,89,0,1,63.14955973352025
W (50-49),1,20,34,379,3,39,177,3,4.5,73,7.6,0,11,0,28,5,45,1,0,1,0,18,26,297,3,32,239,2,7.5,58,9.2,1,9,1,21,6,38,0,0,79.21593051328698
L (9-38),2,17,35,161,0,32,132,1,4.1,67,4.4,2,6,2,18,2,10,0,2,0,1,20,28,298,3,39,229,2,5.9,67,7.9,0,14,0,27,3,30,0,1,97.41649179311209
W (31-7),0,15,25,180,1,40,234,3,5.9,65,6.4,0,13,0,23,9,80,0,0,1,1,20,29,129,1,30,53,0,1.8,59,3.1,1,5,1,13,3,25,0,1,15.36114221237472
W (52-14),0,18,27,288,1,41,222,6,5.4,68,7.5,4,14,4,29,3,33,0,0,1,1,14,23,119,1,33,137,1,4.2,56,4.6,1,6,1,13,7,51,1,0,47.22668246460215
