game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp,team_elo
W (42-16),3,16,26,194,2,42,199,4,4.7,68,5.8,4,8,4,20,13,120,3,0,1,0,16,36,103,0,46,206,1,4.5,82,3.8,4,11,4,21,11,92,0,0,31.0771269992549
W (41-34),1,27,33,374,2,32,173,3,5.4,65,8.4,0,6,0,21,10,90,0,1,1,4,27,50,439,3,26,80,2,3.1,76,6.8,2,5,2,25,6,50,1,3,73.38230156439016
W (27-25),2,16,23,209,1,38,104,3,2.7,61,5.1,1,9,1,20,7,67,0,2,1,4,24,32,242,2,39,132,1,3.4,71,5.3,3,9,3,23,6,49,3,1,87.22905121868786
W (34-0),0,16,26,215,0,37,271,4,7.3,63,7.7,2,11,2,22,7,85,0,0,1,3,13,24,72,0,39,167,0,4.3,63,3.8,1,12,1,15,5,55,0,3,95.05048343192536
W (21-19),3,32,47,424,2,36,81,0,2.3,83,6.1,0,6,0,25,5,61,1,2,0,2,18,28,226,1,30,98,0,3.3,58,5.6,3,6,3,16,6,42,1,1,14.50812006668493
L (37-52),2,26,44,293,2,40,180,3,4.5,84,5.6,6,10,6,32,15,158,0,2,0,0,8,14,129,3,39,236,3,6.1,53,6.9,4,13,4,21,8,85,0,0,-4.7901828635032295
W (33-26),1,18,27,299,3,38,180,1,4.7,65,7.4,2,10,2,25,5,55,1,0,1,0,16,22,192,1,34,194,2,5.7,56,6.9,2,12,2,20,6,65,0,0,5.625281130777372
L (24-38),3,17,31,226,1,40,150,2,3.8,71,5.3,4,10,4,23,3,11,1,2,0,0,14,18,150,1,41,203,4,5.0,59,6.0,1,11,1,19,8,90,0,0,20.62386269002521
L (7-31),1,26,42,268,0,19,56,1,2.9,61,5.3,0,5,0,16,9,74,0,1,0,0,14,23,156,2,41,235,1,5.7,64,6.1,2,15,2,21,3,20,0,0,11.666917621789981
L (22-28),3,28,49,301,0,30,121,1,4.0,79,5.3,3,8,3,25,3,20,1,2,1,2,17,29,214,0,29,117,3,4.0,58,5.7,0,8,0,14,6,56,2,0,21.564383157441576
L (7-34),3,16,26,138,1,34,107,0,3.1,60,4.1,3,7,3,16,9,91,2,1,1,3,23,34,250,2,39,148,2,3.8,73,5.5,3,6,3,21,6,70,1,2,4.900619755369341
L (12-56),1,24,33,256,2,25,5,0,0.2,58,4.5,1,1,1,14,10,100,1,0,0,0,20,25,294,3,44,308,5,7.0,69,8.7,4,18,4,33,5,40,0,0,-8.523799154285538
W (30-23),0,10,20,69,0,57,346,2,6.1,77,5.4,0,23,0,26,9,85,0,0,1,1,18,28,268,2,27,24,1,0.9,55,5.3,2,4,2,18,3,35,1,0,31.545284237307456
L (22-30),1,22,38,282,0,30,94,3,3.1,68,5.5,4,5,4,22,8,69,0,1,0,0,24,44,201,2,39,133,1,3.4,83,4.0,4,7,4,24,9,94,0,0,42.95348184781443
W (27-19),1,12,20,167,1,37,176,3,4.8,57,6.0,0,8,0,15,6,37,0,1,1,3,16,37,209,0,33,140,1,4.2,70,5.0,2,9,2,22,5,45,0,3,87.71018051860457
W (42-21),0,20,29,304,3,49,225,3,4.6,78,6.8,0,13,0,26,4,35,0,0,0,1,19,33,189,1,23,81,2,3.5,56,4.8,0,5,0,16,1,10,0,1,95.320756316511
W (24-14),1,21,34,275,3,38,123,0,3.2,72,5.5,2,7,2,23,8,65,1,0,0,3,24,40,258,0,25,154,2,6.2,65,6.3,2,5,2,21,5,43,1,2,142.7177769329999
W (37-27),1,11,26,161,0,38,266,4,7.0,64,6.7,5,18,5,29,6,65,0,1,1,1,23,32,235,3,35,119,0,3.4,67,5.3,3,5,3,22,10,109,0,1,6.8954016843513894
L (17-21),3,23,41,279,1,30,100,1,3.3,71,5.3,2,8,2,21,10,75,2,1,1,0,11,22,163,2,38,134,1,3.5,60,5.0,3,8,3,17,7,63,0,0,18.977019914070492
L (10-34),3,21,31,240,1,19,38,0,2.0,50,5.6,0,3,0,15,7,78,2,1,1,0,24,35,235,0,37,158,3,4.3,72,5.5,5,6,5,25,11,80,0,0,30.235976006427336
L (31-63),2,21,28,365,1,37,127,3,3.4,65,7.6,2,9,2,24,10,95,2,0,1,0,28,34,562,7,42,132,1,3.1,76,9.1,4,8,4,30,9,90,0,0,47.24977608201623
L (18-28),1,26,44,222,2,25,58,0,2.3,69,4.1,3,4,3,17,3,25,0,1,0,3,13,18,134,1,44,301,3,6.8,62,7.0,0,14,0,20,7,69,0,3,14.188244469402068
W (18-16),0,30,39,345,1,30,66,0,2.2,69,6.0,3,5,3,24,6,51,0,0,1,1,21,36,292,2,33,161,0,4.9,69,6.6,2,11,2,24,11,100,0,1,33.00783001048286
W (44-28),0,20,31,186,3,39,281,2,7.2,70,6.7,1,10,1,23,9,76,0,0,0,3,15,23,187,0,47,176,4,3.7,70,5.2,5,11,5,24,6,49,2,1,49.540618735427316
L (19-55),2,25,37,192,1,39,209,2,5.4,76,5.3,0,13,0,27,4,45,0,2,0,0,22,33,301,1,32,278,6,8.7,65,8.9,2,13,2,27,4,25,0,0,67.14049608023316
W (37-14),0,9,13,120,2,56,288,3,5.1,69,5.9,0,16,0,21,5,35,0,0,1,2,29,44,256,2,13,41,0,3.2,57,5.2,1,6,1,18,5,40,0,2,38.22675642555399
W (49-7),0,6,6,160,2,40,321,5,8.0,46,10.5,0,13,0,18,3,32,0,0,0,0,21,30,109,0,42,159,1,3.8,72,3.7,2,10,2,17,4,30,0,0,72.54296369774741
W (45-28),0,7,10,147,1,56,295,5,5.3,66,6.7,1,16,1,22,5,60,0,0,1,1,24,38,282,3,20,87,1,4.4,58,6.4,3,5,3,20,9,62,0,1,113.5119462648619
W (14-3),2,2,4,15,0,64,293,2,4.6,68,4.5,2,19,2,23,5,50,1,1,0,2,24,37,214,0,18,69,0,3.8,55,5.1,1,7,1,18,3,35,0,2,154.91326903488158
W (45-19),2,17,26,235,4,40,268,2,6.7,66,7.6,2,15,2,27,8,88,2,0,1,2,22,44,291,1,26,157,1,6.0,70,6.4,3,9,3,22,16,112,0,2,13.25240193108971
L (21-27),1,21,32,338,3,43,144,0,3.3,75,6.4,1,11,1,26,7,61,0,1,1,0,10,15,161,0,32,130,2,4.1,47,6.2,2,4,2,11,10,78,0,0,-14.142698518816655
L (17-21),1,17,29,176,1,35,110,0,3.1,64,4.5,1,9,1,17,6,63,1,0,0,2,21,43,272,0,32,81,2,2.5,75,4.7,2,9,2,20,2,24,2,0,-32.12996780686159
L (7-17),1,20,29,239,1,29,88,0,3.0,58,5.6,0,4,0,14,6,47,1,0,1,0,9,23,143,2,38,84,0,2.2,61,3.7,3,4,3,12,3,21,0,0,-30.828351442248753
L (34-37),0,30,40,285,3,37,146,1,3.9,77,5.6,3,9,3,27,5,55,0,0,0,1,15,21,192,2,33,335,3,10.2,54,9.8,2,10,2,19,3,35,1,0,-7.835543315420497
L (42-45),3,22,35,329,4,30,68,1,2.3,65,6.1,5,4,5,23,6,45,1,2,1,1,26,29,264,3,40,197,3,4.9,69,6.7,1,10,1,23,7,84,1,0,-20.99018949631642
L (14-24),0,21,29,190,1,22,78,1,3.5,51,5.3,0,7,0,16,2,10,0,0,0,0,17,31,275,1,37,145,1,3.9,68,6.2,0,9,0,21,2,10,0,0,-3.5893596706758473
L (21-27),2,23,36,280,1,23,51,0,2.2,59,5.6,1,6,1,19,3,40,0,2,1,1,16,33,219,3,29,114,0,3.9,62,5.4,2,6,2,19,5,40,0,1,7.483018986400525
W (31-3),3,18,24,248,0,38,230,3,6.1,62,7.7,2,9,2,20,6,55,3,0,1,3,2,8,25,0,56,193,0,3.4,64,3.4,1,10,1,12,5,48,2,1,5.491584198028704
L (28-34),2,27,48,324,3,28,63,1,2.3,76,5.1,1,4,1,21,6,45,0,2,1,2,18,33,218,3,36,149,1,4.1,69,5.3,1,7,1,20,4,50,0,2,-12.502579351110768
W (59-35),0,21,32,274,5,33,255,3,7.7,65,8.1,0,10,0,23,8,90,0,0,0,2,34,50,306,4,35,149,1,4.3,85,5.4,3,10,3,29,5,40,1,1,4.791229197838817
W (37-34),0,19,34,242,0,44,257,5,5.8,78,6.4,2,15,2,31,8,75,0,0,1,0,26,35,339,3,32,105,1,3.3,67,6.6,3,7,3,25,6,55,0,0,49.35228679994454
L (34-37),0,17,40,148,1,33,221,3,6.7,73,5.1,1,9,1,19,6,50,0,0,0,2,18,21,243,2,36,109,1,3.0,57,6.2,2,7,2,16,9,74,2,0,11.37054314961275
W (62-30),1,26,32,303,3,42,296,4,7.0,74,8.1,1,10,1,27,4,37,0,1,1,1,27,41,372,3,34,135,1,4.0,75,6.8,1,8,1,21,7,42,1,0,57.43267283089111
W (29-24),0,18,33,209,1,40,185,2,4.6,73,5.4,2,10,2,21,5,35,0,0,0,1,12,22,179,2,36,188,1,5.2,58,6.3,0,9,0,16,7,64,0,1,97.40813196034094
W (28-21),2,9,20,119,1,47,274,3,5.8,67,5.9,2,13,2,21,4,35,1,1,1,2,18,27,232,2,30,87,1,2.9,57,5.6,1,4,1,13,5,55,2,0,133.53140948800558
L (21-27),2,16,28,249,3,26,49,0,1.9,54,5.5,2,4,2,16,5,28,0,2,0,0,21,30,264,1,43,176,1,4.1,73,6.0,1,9,1,22,8,91,0,0,13.377602639033165
W (21-20),2,19,32,168,1,35,111,2,3.2,67,4.2,1,7,1,19,3,23,1,1,1,3,25,39,232,2,39,123,0,3.2,78,4.6,1,9,1,20,5,52,1,2,60.20224527132509
L (21-42),3,17,26,205,2,48,167,1,3.5,74,5.0,4,11,4,22,6,53,3,0,0,3,14,18,164,1,40,368,5,9.2,58,9.2,2,12,2,22,9,88,2,1,44.24738419741581
W (37-31),1,7,13,65,2,51,313,3,6.1,64,5.9,4,14,4,22,4,45,0,1,1,1,31,48,392,2,25,39,2,1.6,73,5.9,2,5,2,26,10,91,1,0,62.77653594071987
L (20-26),1,20,37,250,1,23,89,1,3.9,60,5.7,1,7,1,17,4,39,0,1,0,1,16,29,173,2,43,235,0,5.5,72,5.7,1,11,1,21,6,43,1,0,-16.585364908356517
W (27-20),1,24,30,268,0,36,117,3,3.3,66,5.8,0,9,0,20,5,35,1,0,0,0,21,32,206,0,22,115,1,5.2,54,5.9,1,5,1,15,2,8,0,0,-8.779064743985131
W (27-6),0,23,27,313,2,47,121,1,2.6,74,5.9,2,8,2,25,4,25,0,0,1,3,7,29,78,0,25,126,0,5.0,54,3.8,0,7,0,11,3,25,0,3,-3.9275494916920515
W (23-13),0,19,30,207,1,35,181,1,5.2,65,6.0,2,8,2,19,12,88,0,0,0,1,6,14,63,0,38,161,2,4.2,52,4.3,4,6,4,13,7,75,1,0,36.68713236399299
W (34-14),1,25,39,318,3,28,140,0,5.0,67,6.8,1,6,1,23,9,80,0,1,0,1,14,31,140,0,33,77,2,2.3,64,3.4,2,4,2,12,4,48,0,1,33.80904326569976
W (34-28),2,18,33,218,3,36,149,1,4.1,69,5.3,1,7,1,20,4,50,0,2,0,2,27,48,324,3,28,63,1,2.3,76,5.1,1,4,1,21,6,45,0,2,80.6038424613947
W (38-35),3,13,28,218,2,36,255,3,7.1,64,7.4,0,16,0,25,2,15,0,3,1,2,18,29,152,3,37,269,2,7.3,66,6.4,0,12,0,22,1,5,0,2,125.3363603655315
W (22-21),0,15,33,219,0,32,120,1,3.8,65,5.2,2,7,2,20,10,67,0,0,0,3,12,22,112,2,30,147,1,4.9,52,5.0,3,6,3,15,10,90,1,2,165.3045200670388
W (34-3),1,14,22,185,1,38,129,2,3.4,60,5.2,2,7,2,15,4,21,1,0,1,1,14,29,121,0,37,72,0,1.9,66,2.9,0,5,0,11,6,45,0,1,13.255555955559652
L (3-47),1,16,36,123,0,27,75,0,2.8,63,3.1,1,4,1,12,8,76,0,1,0,0,19,33,280,3,46,257,2,5.6,79,6.8,4,12,4,28,6,55,0,0,34.029401884150985
L (41-48),1,22,34,309,2,34,242,3,7.1,68,8.1,0,11,0,23,5,66,1,0,1,1,20,31,280,3,40,209,3,5.2,71,6.9,3,9,3,27,3,25,1,0,49.38354892287285
W (41-30),0,17,29,210,2,44,180,3,4.1,73,5.3,1,8,1,19,2,20,0,0,0,4,23,43,378,4,27,74,0,2.7,70,6.5,1,4,1,23,6,30,3,1,67.06672715704522
W (31-10),1,21,29,198,2,42,275,2,6.5,71,6.7,2,11,2,21,12,113,0,1,1,2,14,30,166,1,35,110,0,3.1,65,4.2,2,7,2,16,15,120,0,2,37.400988251588686
L (38-39),1,12,24,297,2,25,73,2,2.9,49,7.6,2,3,2,13,6,43,0,1,1,1,35,53,437,2,33,138,3,4.2,86,6.7,2,8,2,30,9,110,0,1,18.41182794278298
L (23-24),1,30,43,282,0,29,117,2,4.0,72,5.5,2,6,2,23,7,32,1,0,1,2,26,37,334,2,30,29,1,1.0,67,5.4,1,1,1,15,4,47,2,0,-5.595957907647339
W (46-36),1,40,56,385,2,31,115,2,3.7,87,5.7,1,8,1,31,7,83,0,1,0,4,19,36,274,2,39,112,3,2.9,75,5.1,5,8,5,26,2,15,1,3,27.351945978214268
L (9-30),1,15,29,167,0,33,142,0,4.3,62,5.0,3,8,3,19,6,49,0,1,0,0,19,29,242,2,29,137,1,4.7,58,6.5,1,8,1,20,10,81,0,0,-19.993946035489834
W (22-21),2,25,46,298,1,42,154,1,3.7,88,5.1,2,10,2,26,5,37,1,1,1,0,14,23,246,2,45,118,1,2.6,68,5.4,4,6,4,21,4,36,0,0,22.900702336779354
L (34-38),2,5,12,98,1,45,277,2,6.2,57,6.6,4,13,4,20,5,48,2,0,0,2,17,38,300,3,42,150,1,3.6,80,5.6,1,10,1,23,4,42,1,1,9.227388468419305
L (13-23),1,6,14,63,0,38,161,2,4.2,52,4.3,4,6,4,13,7,75,1,0,1,0,19,30,207,1,35,181,1,5.2,65,6.0,2,8,2,19,12,88,0,0,-1.149328557837193
L (20-38),0,17,31,309,2,25,49,0,2.0,56,6.4,2,2,2,13,8,72,0,0,0,1,17,26,221,2,45,269,3,6.0,71,6.9,4,15,4,28,8,67,0,1,-14.833721636592799
W (21-20),1,18,36,237,2,29,67,1,2.3,65,4.7,2,8,2,17,6,66,0,1,0,0,22,40,254,2,31,209,0,6.7,71,6.5,3,9,3,23,6,44,0,0,5.811103166146612
L (17-51),5,8,22,163,2,48,187,0,3.9,70,5.0,3,12,3,22,8,67,1,4,0,0,7,13,117,3,42,171,2,4.1,55,5.2,1,12,1,18,7,69,0,0,13.427234484638515
L (3-34),1,7,22,69,0,22,120,0,5.5,44,4.3,2,5,2,12,7,55,0,1,1,0,21,29,214,0,49,217,3,4.4,78,5.5,2,14,2,29,9,61,0,0,0.5864889383161698
W (27-16),1,21,34,186,1,34,215,2,6.3,68,5.9,0,8,0,20,5,35,1,0,0,2,25,39,356,2,21,24,0,1.1,60,6.3,1,0,1,15,2,10,1,1,14.731915626927869
L (41-44),2,31,45,426,4,33,129,1,3.9,78,7.1,2,6,2,29,2,10,1,1,0,1,19,29,251,2,36,231,2,6.4,65,7.4,0,10,0,21,5,37,1,0,22.377166724795803
W (24-14),1,23,31,206,0,38,191,3,5.0,69,5.8,1,10,1,23,4,55,0,1,1,1,12,23,155,0,40,191,2,4.8,63,5.5,2,9,2,18,2,20,1,0,66.7597196472272
L (24-31),3,25,36,279,1,43,157,2,3.7,79,5.5,1,11,1,24,5,45,2,1,1,1,9,15,156,1,28,92,1,3.3,43,5.8,1,4,1,10,3,15,0,1,44.236238223639845
W (66-20),1,32,39,460,5,34,252,4,7.4,73,9.8,1,11,1,28,8,85,1,0,1,3,18,43,214,1,27,149,1,5.5,70,5.2,4,9,4,24,7,73,1,2,9.905086632215458
W (40-14),1,15,31,255,4,30,150,1,5.0,61,6.6,3,7,3,18,3,35,0,1,1,3,13,27,125,2,44,236,0,5.4,71,5.1,2,12,2,20,5,58,0,3,53.235862281750656
W (49-14),0,33,44,343,4,41,223,3,5.4,85,6.7,1,15,1,37,5,42,0,0,0,2,14,29,146,2,28,87,0,3.1,57,4.1,4,7,4,16,5,50,0,2,83.0075376823546
L (21-33),0,33,56,228,1,45,222,2,4.9,101,4.5,0,16,0,31,5,39,0,0,1,0,17,32,156,0,27,210,3,7.8,59,6.2,3,9,3,19,6,35,0,0,90.15853578815897
W (24-20),1,27,43,288,2,27,58,1,2.1,70,4.9,3,4,3,21,6,57,1,0,0,2,34,54,350,1,33,88,1,2.7,87,5.0,4,7,4,27,13,100,1,1,131.1928549838584
W (28-20),0,15,21,103,1,42,184,2,4.4,63,4.6,0,10,0,19,4,25,0,0,0,2,17,25,185,2,36,129,0,3.6,61,5.1,0,7,0,15,2,15,1,1,41.40698023469862
W (45-37),1,19,26,367,3,39,148,2,3.8,65,7.9,2,5,2,18,15,145,1,0,1,3,22,40,262,3,37,200,2,5.4,77,6.0,3,12,3,25,6,60,2,1,57.352269197647125
L (24-34),0,19,35,192,2,27,208,1,7.7,62,6.5,3,9,3,19,7,81,0,0,1,0,27,36,373,3,39,143,1,3.7,75,6.9,2,9,2,26,10,75,0,0,45.56985956646486
W (38-24),0,14,18,150,1,41,203,4,5.0,59,6.0,1,11,1,19,8,90,0,0,1,3,17,31,226,1,40,150,2,3.8,71,5.3,4,10,4,23,3,11,1,2,63.1680540613127
W (28-9),1,36,49,310,4,19,109,0,5.7,68,6.2,4,4,4,23,12,115,1,0,0,4,22,39,209,0,31,131,1,4.2,70,4.9,4,4,4,17,10,94,2,2,9.992794522439063
W (48-21),1,28,35,290,3,29,128,2,4.4,64,6.5,3,10,3,26,10,75,0,1,0,4,20,35,284,2,44,177,1,4.0,79,5.8,2,12,2,24,7,80,2,2,52.250456250757864
W (34-7),3,23,34,250,2,39,148,2,3.8,73,5.5,3,6,3,21,6,70,1,2,0,3,16,26,138,1,34,107,0,3.1,60,4.1,3,7,3,16,9,91,2,1,60.10758103899728
W (41-27),0,30,43,291,3,27,60,1,2.2,70,5.0,4,3,4,22,14,106,0,0,0,3,24,41,275,2,46,113,1,2.5,87,4.5,4,8,4,25,9,80,2,1,102.41296402878538
L (9-28),4,22,39,209,0,31,131,1,4.2,70,4.9,4,4,4,17,10,94,2,2,1,1,36,49,310,4,19,109,0,5.7,68,6.2,4,4,4,23,12,115,1,0,-11.35044475900769
L (31-39),1,20,30,263,2,39,176,2,4.5,69,6.4,2,11,2,22,13,82,1,0,0,2,16,28,147,0,47,251,5,5.3,75,5.3,4,13,4,26,8,45,1,1,0.08205284637709731
W (21-13),2,12,22,201,2,36,205,1,5.7,58,7.0,0,8,0,15,4,43,2,0,0,3,10,26,175,1,54,173,1,3.2,80,4.4,1,10,1,19,0,0,1,2,44.60210855376588
W (38-21),0,9,16,157,0,36,170,3,4.7,52,6.3,1,8,1,15,4,40,0,0,0,2,20,28,252,1,38,189,2,5.0,66,6.7,1,10,1,22,6,37,2,0,95.01765298925703
L (21-26),2,15,31,135,1,37,179,1,4.8,68,4.6,1,7,1,17,6,50,1,1,0,1,28,43,267,3,39,142,0,3.6,82,5.0,3,5,3,22,3,30,0,1,-10.885792748784798
W (47-3),0,19,33,280,3,46,257,2,5.6,79,6.8,4,12,4,28,6,55,0,0,1,1,16,36,123,0,27,75,0,2.8,63,3.1,1,4,1,12,8,76,0,1,19.030166110720653
L (20-23),1,26,43,264,2,25,40,0,1.6,68,4.5,1,3,1,18,4,35,0,1,1,1,21,36,274,0,43,117,2,2.7,79,4.9,2,10,2,24,4,45,0,1,28.536715373613156
W (34-27),1,10,16,75,1,43,271,3,6.3,59,5.9,2,13,2,19,7,68,1,0,1,2,30,43,265,1,28,109,2,3.9,71,5.3,3,7,3,21,9,95,0,2,69.4351631646033
W (26-21),1,28,43,267,3,39,142,0,3.6,82,5.0,3,5,3,22,3,30,0,1,1,2,15,31,135,1,37,179,1,4.8,68,4.6,1,7,1,17,6,50,1,1,38.78481893343255
W (21-20),1,15,34,209,1,41,185,2,4.5,75,5.3,2,10,2,20,8,65,1,0,1,1,21,39,251,2,40,156,0,3.9,79,5.2,3,7,3,20,10,84,0,1,82.01213589092407
W (23-16),0,12,24,70,0,35,110,1,3.1,59,3.1,2,5,2,10,5,44,0,0,1,4,12,26,129,0,40,162,0,4.1,66,4.4,1,8,1,16,9,65,2,2,97.64892928763412
L (31-53),4,25,41,325,3,27,80,1,3.0,68,6.0,5,2,5,23,6,60,1,3,0,2,25,41,400,5,31,126,2,4.1,72,7.3,2,9,2,26,5,52,1,1,83.24757900633163
L (19-21),2,18,28,226,1,30,98,0,3.3,58,5.6,3,6,3,16,6,42,1,1,1,3,32,47,424,2,36,81,0,2.3,83,6.1,0,6,0,25,5,61,1,2,11.717520096638438
W (30-20),2,17,35,294,2,36,47,1,1.3,71,4.8,4,4,4,18,5,46,0,2,1,3,25,51,286,1,38,170,1,4.5,89,5.1,3,5,3,18,12,79,1,2,28.182516211095088
L (28-45),1,24,38,282,3,20,87,1,4.4,58,6.4,3,5,3,20,9,62,0,1,0,0,7,10,147,1,56,295,5,5.3,66,6.7,1,16,1,22,5,60,0,0,14.537325339371206
W (49-14),0,17,22,343,5,34,238,2,7.0,56,10.4,0,12,0,23,3,15,0,0,1,2,25,43,262,2,32,137,0,4.3,75,5.3,0,8,0,20,4,25,0,2,55.28887011031776
L (9-30),1,16,27,129,0,37,75,0,2.0,64,3.2,4,9,4,17,4,42,1,0,0,1,24,29,316,4,28,185,0,6.6,57,8.8,2,7,2,23,8,100,1,0,16.00739315687732
W (52-33),0,26,33,213,1,50,273,6,5.5,83,5.9,4,14,4,30,6,67,0,0,0,4,15,28,345,3,34,77,2,2.3,62,6.8,4,5,4,19,12,101,3,1,60.77131924248731
W (38-34),2,17,38,300,3,42,150,1,3.6,80,5.6,1,10,1,23,4,42,1,1,1,2,5,12,98,1,45,277,2,6.2,57,6.6,4,13,4,20,5,48,2,0,73.71618103503828
L (28-29),1,24,46,265,2,42,168,1,4.0,88,4.9,3,7,3,24,3,25,0,1,1,2,18,34,251,3,32,167,1,5.2,66,6.3,0,7,0,16,8,71,1,1,52.232576498084995
L (20-33),3,18,29,249,2,25,52,1,2.1,54,5.6,3,5,3,19,7,65,0,3,1,0,11,17,178,2,55,310,1,5.6,72,6.8,3,18,3,27,13,110,0,0,-10.390413220566618
W (24-13),0,23,28,229,1,32,130,2,4.1,60,6.0,2,6,2,19,8,64,0,0,1,1,12,22,165,0,40,108,1,2.7,62,4.4,2,11,2,20,6,39,0,1,32.01520857397826
W (48-20),1,8,15,279,0,43,197,5,4.6,58,8.2,1,7,1,15,4,40,0,1,1,3,12,32,165,1,36,144,1,4.0,68,4.5,1,8,1,17,3,30,0,3,38.44690949696066
L (17-49),3,12,25,132,0,41,197,2,4.8,66,5.0,2,11,2,20,4,35,1,2,0,1,22,33,352,5,31,210,2,6.8,64,8.8,0,9,0,23,7,70,1,0,28.655240543291224
L (7-24),1,25,37,193,1,17,42,0,2.5,54,4.4,1,4,1,16,4,17,0,1,1,1,1,4,44,1,58,405,2,7.0,62,7.2,1,19,1,21,6,44,1,0,-16.181991294319516
L (14-48),1,9,16,87,0,26,163,2,6.3,42,6.0,2,3,2,9,12,93,0,1,0,1,10,15,121,2,66,421,4,6.4,81,6.7,5,23,5,32,6,69,1,0,1.8023403529128412
L (24-38),2,10,21,103,0,33,100,2,3.0,54,3.8,2,3,2,10,3,26,1,1,0,3,26,45,340,2,44,145,2,3.3,89,5.4,1,8,1,26,5,62,1,2,-12.033911110037966
L (14-49),2,25,43,262,2,32,137,0,4.3,75,5.3,0,8,0,20,4,25,0,2,0,0,17,22,343,5,34,238,2,7.0,56,10.4,0,12,0,23,3,15,0,0,-24.246708877655827
W (52-16),0,10,18,124,2,33,185,4,5.6,51,6.1,1,8,1,15,4,55,0,0,1,6,23,44,190,2,40,179,0,4.5,84,4.4,1,11,1,22,10,70,1,5,17.49455113696165
W (17-10),1,18,32,217,1,36,87,1,2.4,68,4.5,4,6,4,21,4,25,1,0,1,1,26,37,218,0,29,79,1,2.7,66,4.5,0,6,0,16,8,80,1,0,29.42029350788477
L (21-30),4,17,28,202,2,33,85,1,2.6,61,4.7,1,3,1,14,7,49,0,4,0,2,14,23,161,1,46,211,2,4.6,69,5.4,2,13,2,20,3,35,1,1,12.226061217954136
W (34-13),0,18,27,338,4,35,100,0,2.9,62,7.1,1,7,1,18,4,34,0,0,1,2,7,19,30,0,43,216,1,5.0,62,4.0,2,12,2,15,2,25,0,2,16.232970637451373
L (13-28),1,21,42,272,1,16,21,0,1.3,58,5.1,0,3,0,13,7,50,0,1,1,0,10,16,106,2,52,263,2,5.1,68,5.4,0,12,0,18,1,15,0,0,-19.132414558349772
W (14-9),1,16,27,177,1,41,107,1,2.6,68,4.2,1,7,1,17,7,72,0,1,1,1,22,37,303,0,37,107,0,2.9,74,5.5,1,9,1,23,10,55,0,1,-3.911267364902475
L (13-29),1,23,41,228,2,23,22,0,1.0,64,3.9,2,3,2,14,7,75,0,1,1,0,19,34,235,2,40,265,0,6.6,74,6.8,4,13,4,28,3,30,0,0,-15.67050150155615
L (14-36),0,11,32,115,1,28,133,1,4.8,60,4.1,2,6,2,14,8,65,0,0,0,0,23,36,215,1,40,230,3,5.8,76,5.9,5,16,5,31,7,85,0,0,-35.9260334267974
L (3-52),2,10,26,88,0,43,120,0,2.8,69,3.0,1,7,1,14,6,56,0,2,0,0,17,30,252,2,32,201,4,6.3,62,7.3,4,6,4,22,3,30,0,0,-45.883154439058785
W (48-0),0,14,25,244,2,43,281,4,6.5,68,7.7,2,9,2,20,7,80,0,0,1,3,11,29,61,0,32,77,0,2.4,61,2.3,2,5,2,10,8,90,0,3,0.0368137407429181
L (14-59),4,28,45,316,1,31,30,1,1.0,76,4.6,4,4,4,24,7,78,0,4,0,0,14,17,198,3,39,252,3,6.5,56,8.0,4,11,4,25,8,67,0,0,17.507016104730138
W (24-21),1,13,20,190,0,38,126,3,3.3,58,5.4,0,7,0,16,6,46,0,1,0,0,16,25,211,1,39,84,2,2.2,64,4.6,3,7,3,16,6,36,0,0,26.268618562625043
L (20-21),0,25,31,157,1,21,19,1,0.9,52,3.4,2,4,2,14,4,60,0,0,1,2,29,53,244,3,36,102,0,2.8,89,3.9,4,9,4,24,6,50,1,1,40.242081253044965
W (13-12),0,15,24,160,0,30,102,1,3.4,54,4.9,0,5,0,12,9,85,0,0,0,1,14,28,114,0,45,170,0,3.8,73,3.9,4,12,4,23,4,23,1,0,35.36855513465672
W (31-13),0,23,29,240,2,37,141,2,3.8,66,5.8,2,9,2,21,7,85,0,0,1,0,16,27,200,0,31,137,1,4.4,58,5.8,2,6,2,18,5,25,0,0,48.25021847858113
W (30-15),3,23,41,175,0,30,108,3,3.6,71,4.0,1,4,1,14,7,78,0,3,0,4,28,49,230,2,27,29,0,1.1,76,3.4,6,4,6,19,8,41,3,1,85.77860350190048
L (10-28),3,20,31,186,0,33,59,1,1.8,64,3.8,2,7,2,16,4,20,2,1,0,1,18,28,263,1,36,133,1,3.7,64,6.2,0,6,0,19,3,30,0,1,93.7481510592187
W (20-17),0,23,37,243,2,19,42,0,2.2,56,5.1,4,5,4,20,10,100,0,0,0,1,23,35,271,1,42,227,1,5.4,77,6.5,4,12,4,26,14,134,1,0,21.94494526206694
