game_result,turnovers,pass_cmp,pass_att,pass_yds,pass_td,rush_att,rush_yds,rush_td,rush_yds_per_att,tot_plays,tot_yds_per_play,first_down_pass,first_down_rush,first_down_penalty,first_down,penalty,penalty_yds,fumbles_lost,pass_int,game_loc,turnovers_opp,pass_cmp_opp,pass_att_opp,pass_yds_opp,pass_td_opp,rush_att_opp,rush_yds_opp,rush_td_opp,rush_yds_per_att_opp,tot_plays_opp,tot_yds_per_play_opp,first_down_pass_opp,first_down_rush_opp,first_down_penalty_opp,first_down_opp,penalty_opp,penalty_yds_opp,fumbles_lost_opp,pass_int_opp,team_elo,havoc,points_per_opp,average_field_start,power_success,second_level_yards,open_field_yards,line_yards,success_rate,explosiveness
L (28-38),2,14,27.0,205,3,36,212,1,5.9,63,6.6,1,11,1,19,7,67,1,1,0,1.0,25.0,36.0,333.0,3.0,45.0,151.0,2.0,3.4,81.0,6.0,1.0,8.0,1.0,23.0,10.0,87.0,0.0,1.0,50.36687272575229,,,,,,,,,
L (20-38),2,13,20.0,189,1,34,125,1,3.7,54,5.8,1,6,1,16,6,40,1,1,0,2.0,25.0,36.0,287.0,1.0,34.0,243.0,3.0,7.1,70.0,7.6,2.0,15.0,2.0,28.0,4.0,50.0,0.0,2.0,-4.974735096638878,,,,,,,,,
L (7-22),0,14,25.0,133,0,29,78,1,2.7,54,3.9,1,3,1,10,7,48,0,0,0,2.0,21.0,24.0,284.0,1.0,35.0,111.0,0.0,3.2,59.0,6.7,2.0,9.0,2.0,21.0,5.0,35.0,2.0,0.0,-16.761949501161094,,,,,,,,,
L (0-14),3,11,28.0,142,0,40,123,0,3.1,68,3.9,1,7,1,14,5,25,1,2,1,0.0,6.0,15.0,92.0,1.0,40.0,173.0,1.0,4.3,55.0,4.8,0.0,9.0,0.0,10.0,6.0,40.0,0.0,0.0,-37.19307204491868,,,,,,,,,
L (16-38),0,21,35.0,164,1,48,161,0,3.4,83,3.9,1,13,1,22,12,106,0,0,1,1.0,19.0,27.0,218.0,3.0,26.0,131.0,2.0,5.0,53.0,6.6,6.0,6.0,6.0,21.0,5.0,35.0,0.0,1.0,-31.84258659244005,,,,,,,,,
L (38-44),4,14,26.0,168,0,39,223,5,5.7,65,6.0,2,10,2,19,9,81,0,4,1,4.0,32.0,49.0,329.0,2.0,31.0,101.0,3.0,3.3,80.0,5.4,5.0,8.0,5.0,29.0,4.0,55.0,2.0,2.0,-17.322150630487542,,,,,,,,,
W (27-21),1,19,27.0,155,2,42,216,1,5.1,69,5.4,1,9,1,20,7,90,0,1,0,1.0,10.0,32.0,179.0,3.0,29.0,83.0,0.0,2.9,61.0,4.3,6.0,6.0,6.0,18.0,5.0,35.0,1.0,0.0,19.0806056318232,,,,,,,,,
L (6-20),2,22,42.0,235,0,37,141,0,3.8,79,4.8,1,8,1,21,2,20,0,2,1,1.0,26.0,38.0,322.0,1.0,34.0,103.0,1.0,3.0,72.0,5.9,1.0,4.0,1.0,21.0,8.0,53.0,1.0,0.0,-2.008128289921393,,,,,,,,,
L (10-30),2,15,29.0,99,1,33,115,0,3.5,62,3.5,3,7,3,15,6,49,0,2,1,0.0,15.0,25.0,241.0,2.0,38.0,123.0,1.0,3.2,63.0,5.8,2.0,8.0,2.0,17.0,5.0,55.0,0.0,0.0,-23.69843500651572,,,,,,,,,
L (13-45),2,11,25.0,165,1,50,277,1,5.5,75,5.9,1,12,1,20,4,50,1,1,0,2.0,17.0,34.0,286.0,2.0,37.0,315.0,4.0,8.5,71.0,8.5,3.0,10.0,3.0,23.0,4.0,30.0,1.0,1.0,-37.543721869008415,,,,,,,,,
W (24-14),1,17,23.0,164,1,48,204,2,4.3,71,5.2,1,11,1,22,2,8,1,0,0,3.0,16.0,28.0,102.0,2.0,23.0,139.0,0.0,6.0,51.0,4.7,1.0,8.0,1.0,12.0,3.0,25.0,0.0,3.0,-30.62030685716227,,,,,,,,,
L (7-28),3,27,43.0,209,1,40,213,0,5.3,83,5.1,0,15,0,29,1,5,2,1,0,2.0,17.0,34.0,175.0,0.0,30.0,199.0,3.0,6.6,64.0,5.8,0.0,8.0,0.0,17.0,7.0,45.0,2.0,0.0,-10.311623438770996,,,,,,,,,
L (24-31),1,25,38.0,283,1,41,146,2,3.6,79,5.4,4,7,4,25,6,50,1,0,1,0.0,21.0,37.0,289.0,2.0,20.0,22.0,1.0,1.1,57.0,5.5,1.0,5.0,1.0,16.0,7.0,60.0,0.0,0.0,-3.4635000568868506,,,,,,,,,
W (17-12),2,18,28.0,131,0,42,207,2,4.9,70,4.8,0,13,0,19,6,69,2,0,1,1.0,15.0,25.0,137.0,0.0,39.0,102.0,1.0,2.6,64.0,3.7,4.0,9.0,4.0,18.0,3.0,20.0,1.0,0.0,33.86191820582299,,,,,,,,,
L (17-24),2,33,51.0,263,0,30,101,2,3.4,81,4.5,1,7,1,21,4,45,0,2,0,0.0,11.0,20.0,138.0,2.0,26.0,64.0,0.0,2.5,46.0,4.4,2.0,2.0,2.0,9.0,2.0,6.0,0.0,0.0,7.364750640115263,,,,,,,,,
W (42-21),1,23,37.0,205,4,44,260,1,5.9,81,5.7,1,12,1,25,6,69,0,1,1,4.0,14.0,32.0,137.0,2.0,33.0,117.0,1.0,3.5,65.0,3.9,1.0,6.0,1.0,13.0,4.0,38.0,0.0,4.0,47.16022011152101,,,,,,,,,
W (16-7),1,15,27.0,100,0,46,219,0,4.8,73,4.4,0,16,0,19,6,40,0,1,0,2.0,16.0,32.0,112.0,0.0,24.0,57.0,1.0,2.4,56.0,3.0,1.0,5.0,1.0,12.0,4.0,30.0,1.0,1.0,87.68904840525892,,,,,,,,,
L (13-27),3,28,43.0,289,1,34,56,0,1.6,77,4.5,2,5,2,21,3,45,1,2,0,3.0,17.0,29.0,264.0,3.0,31.0,153.0,0.0,4.9,60.0,7.0,2.0,7.0,2.0,20.0,8.0,55.0,0.0,3.0,-8.548943012049573,,,,,,,,,
L (17-30),0,26,42.0,295,1,25,107,0,4.3,67,6.0,2,8,2,21,10,88,0,0,1,1.0,15.0,27.0,191.0,1.0,43.0,182.0,2.0,4.2,70.0,5.3,4.0,9.0,4.0,24.0,9.0,66.0,1.0,0.0,2.852866642141519,,,,,,,,,
W (27-24),0,19,28.0,373,2,45,196,1,4.4,73,7.8,1,11,1,25,9,108,0,0,0,1.0,18.0,31.0,305.0,2.0,26.0,111.0,1.0,4.3,57.0,7.3,3.0,6.0,3.0,18.0,6.0,60.0,1.0,0.0,13.445043709997403,,,,,,,,,
W (34-6),2,15,22.0,282,3,40,145,1,3.6,62,6.9,3,7,3,20,5,62,1,1,1,5.0,23.0,45.0,202.0,0.0,26.0,81.0,0.0,3.1,71.0,4.0,1.0,7.0,1.0,17.0,7.0,60.0,1.0,4.0,54.279301444115625,,,,,,,,,
W (31-23),0,18,28.0,159,2,44,188,2,4.3,72,4.8,6,8,6,23,3,24,0,0,1,0.0,10.0,19.0,81.0,0.0,48.0,199.0,3.0,4.1,67.0,4.2,1.0,11.0,1.0,15.0,12.0,122.0,0.0,0.0,94.8482386210112,,,,,,,,,
L (14-56),3,21,29.0,254,1,25,74,1,3.0,54,6.1,1,3,1,14,3,24,3,0,1,1.0,26.0,35.0,324.0,5.0,34.0,157.0,3.0,4.6,69.0,7.0,1.0,9.0,1.0,27.0,9.0,62.0,0.0,1.0,77.71767147094985,,,,,,,,,
W (45-42),1,38,47.0,510,4,34,55,2,1.6,81,7.0,4,6,4,30,6,35,1,0,0,2.0,24.0,42.0,279.0,2.0,37.0,262.0,4.0,7.1,79.0,6.8,1.0,11.0,1.0,27.0,10.0,78.0,0.0,2.0,22.83020222081305,,,,,,,,,
W (43-35),2,38,47.0,348,4,25,70,0,2.8,72,5.8,4,5,4,24,10,87,1,1,1,4.0,35.0,48.0,397.0,4.0,39.0,102.0,0.0,2.6,87.0,5.7,2.0,5.0,2.0,24.0,17.0,182.0,1.0,3.0,65.81301359211533,,,,,,,,,
L (41-48),1,30,45.0,371,4,45,193,2,4.3,90,6.3,3,17,3,32,7,60,0,1,1,1.0,30.0,40.0,403.0,6.0,25.0,95.0,1.0,3.8,65.0,7.7,1.0,5.0,1.0,26.0,6.0,53.0,0.0,1.0,52.409572215728346,,,,,,,,,
L (43-46),1,33,47.0,400,5,35,132,1,3.8,82,6.5,2,11,2,32,17,127,0,1,1,0.0,28.0,49.0,399.0,4.0,39.0,124.0,2.0,3.2,88.0,5.9,4.0,9.0,4.0,30.0,7.0,74.0,0.0,0.0,67.49321301326525,,,,,,,,,
L (19-26),1,24,39.0,245,2,19,-7,0,-0.4,58,4.1,2,1,2,15,8,42,1,0,1,2.0,12.0,25.0,223.0,1.0,46.0,195.0,2.0,4.2,71.0,5.9,1.0,12.0,1.0,25.0,4.0,50.0,2.0,0.0,54.8510725547782,,,,,,,,,
L (14-56),3,12,27.0,164,1,41,91,1,2.2,68,3.8,2,6,2,15,5,50,2,1,0,2.0,20.0,33.0,342.0,2.0,32.0,127.0,3.0,4.0,65.0,7.2,2.0,7.0,2.0,23.0,6.0,51.0,2.0,0.0,40.88512417849592,,,,,,,,,
L (24-50),2,28,44.0,320,2,20,37,0,1.9,64,5.6,0,2,0,18,4,40,0,2,1,2.0,38.0,50.0,466.0,3.0,37.0,90.0,3.0,2.4,87.0,6.4,1.0,8.0,1.0,30.0,3.0,20.0,2.0,0.0,-5.458522401194031,,,,,,,,,
W (31-23),1,31,44.0,345,3,19,33,0,1.7,63,6.0,1,1,1,18,11,90,0,1,0,2.0,30.0,41.0,279.0,2.0,43.0,151.0,1.0,3.5,84.0,5.1,3.0,10.0,3.0,26.0,6.0,65.0,2.0,0.0,6.175272530122534,,,,,,,,,
W (31-30),1,32,54.0,359,3,21,42,1,2.0,75,5.3,1,2,1,21,11,84,0,1,1,4.0,15.0,24.0,138.0,0.0,43.0,246.0,3.0,5.7,67.0,5.7,3.0,13.0,3.0,23.0,9.0,73.0,2.0,2.0,23.84214994491958,,,,,,,,,
L (13-30),1,28,45.0,297,1,19,42,0,2.2,64,5.3,0,4,0,17,5,54,1,0,1,0.0,4.0,7.0,32.0,1.0,57.0,261.0,3.0,4.6,64.0,4.6,3.0,13.0,3.0,18.0,2.0,15.0,0.0,0.0,4.65928010532609,,,,,,,,,
W (22-19),2,18,31.0,244,0,44,183,2,4.2,75,5.7,2,10,2,22,11,111,1,1,1,1.0,19.0,25.0,128.0,0.0,32.0,145.0,2.0,4.5,57.0,4.8,3.0,7.0,3.0,17.0,4.0,45.0,1.0,0.0,12.814991677900684,,,,,,,,,
L (14-24),1,14,27.0,113,0,26,160,2,6.2,53,5.2,0,9,0,15,6,61,0,1,1,0.0,17.0,26.0,155.0,0.0,46.0,209.0,3.0,4.5,72.0,5.1,2.0,11.0,2.0,23.0,1.0,5.0,0.0,0.0,-8.048052920463123,,,,,,,,,
L (17-24),0,15,32.0,170,1,40,173,1,4.3,72,4.8,3,12,3,20,6,60,0,0,1,0.0,15.0,27.0,284.0,2.0,33.0,80.0,1.0,2.4,60.0,6.1,1.0,5.0,1.0,16.0,8.0,65.0,0.0,0.0,-26.426473585061903,,,,,,,,,
L (33-34),1,23,32.0,255,2,45,218,2,4.8,77,6.1,2,14,2,26,9,97,0,1,1,2.0,17.0,24.0,315.0,4.0,32.0,101.0,0.0,3.2,56.0,7.4,4.0,6.0,4.0,21.0,7.0,67.0,0.0,2.0,-44.72604817721741,,,,,,,,,
L (21-24),4,19,34.0,175,1,32,193,2,6.0,66,5.6,3,8,3,20,4,31,3,1,1,1.0,27.0,39.0,203.0,0.0,49.0,260.0,3.0,5.3,88.0,5.3,2.0,12.0,2.0,24.0,7.0,72.0,0.0,1.0,-25.865919869775748,,,,,,,,,
L (3-59),3,25,42.0,221,0,28,35,0,1.3,70,3.7,5,4,5,17,6,28,1,2,0,0.0,21.0,31.0,375.0,3.0,34.0,275.0,2.0,8.1,65.0,10.0,0.0,12.0,0.0,26.0,11.0,90.0,0.0,0.0,-34.83881409109503,,,,,,,,,
W (28-7),2,17,34.0,175,0,30,199,3,6.6,64,5.8,0,8,0,17,7,45,2,0,1,3.0,27.0,43.0,209.0,1.0,40.0,213.0,0.0,5.3,83.0,5.1,0.0,15.0,0.0,29.0,1.0,5.0,2.0,1.0,24.03419624480589,,,,,,,,,
W (41-7),0,23,34.0,248,1,27,80,3,3.0,61,5.4,3,2,3,20,8,59,0,0,0,2.0,13.0,28.0,114.0,0.0,38.0,89.0,1.0,2.3,66.0,3.1,1.0,8.0,1.0,14.0,5.0,64.0,2.0,0.0,57.80885655276508,,,,,,,,,
W (24-3),1,4,12.0,107,2,30,194,1,6.5,42,7.2,3,7,3,12,6,33,0,1,1,1.0,24.0,40.0,193.0,0.0,30.0,112.0,0.0,3.7,70.0,4.4,0.0,7.0,0.0,18.0,11.0,87.0,0.0,1.0,71.31419169606406,,,,,,,,,
L (0-23),1,12,28.0,151,0,21,51,0,2.4,49,4.1,2,2,2,9,10,82,0,1,0,0.0,11.0,16.0,117.0,0.0,48.0,234.0,2.0,4.9,64.0,5.5,0.0,14.0,0.0,20.0,4.0,45.0,0.0,0.0,56.90632713093686,,,,,,,,,
L (45-47),0,17,29.0,200,3,43,179,3,4.2,72,5.3,0,10,0,22,8,83,0,0,0,1.0,28.0,43.0,342.0,1.0,44.0,195.0,3.0,4.4,87.0,6.2,4.0,11.0,4.0,30.0,3.0,20.0,0.0,1.0,76.65405670359551,,,,,,,,,
W (30-19),1,20,37.0,248,2,30,69,1,2.3,67,4.7,4,4,4,17,8,79,0,1,1,1.0,25.0,35.0,265.0,2.0,32.0,43.0,0.0,1.3,67.0,4.6,3.0,4.0,3.0,20.0,9.0,93.0,0.0,1.0,88.6831224746163,,,,,,,,,
L (3-30),1,17,29.0,132,0,26,103,0,4.0,55,4.3,0,7,0,12,10,88,0,1,0,0.0,26.0,31.0,280.0,3.0,31.0,122.0,1.0,3.9,62.0,6.5,4.0,4.0,4.0,26.0,5.0,35.0,0.0,0.0,-6.857408721866858,,,,,,,,,
L (28-43),3,19,33.0,161,0,27,99,2,3.7,60,4.3,0,7,0,14,11,80,0,3,0,2.0,17.0,29.0,241.0,3.0,45.0,239.0,3.0,5.3,74.0,6.5,1.0,11.0,1.0,23.0,4.0,25.0,1.0,1.0,-19.64065863780485,,,,,,,,,
L (10-31),2,18,39.0,193,0,38,97,1,2.6,77,3.8,1,5,1,15,7,55,1,1,1,0.0,19.0,38.0,276.0,3.0,23.0,58.0,0.0,2.5,61.0,5.5,1.0,2.0,1.0,14.0,2.0,20.0,0.0,0.0,-42.92788048236086,,,,,,,,,
L (27-41),1,23,43.0,225,2,35,141,0,4.0,78,4.7,2,8,2,21,5,68,0,1,0,1.0,20.0,34.0,395.0,4.0,32.0,120.0,1.0,3.8,66.0,7.8,1.0,6.0,1.0,18.0,6.0,80.0,0.0,1.0,-56.3149063468399,,,,,,,,,
W (22-7),1,18,30.0,156,0,38,79,1,2.1,68,3.5,1,4,1,13,2,25,0,1,0,1.0,24.0,37.0,151.0,0.0,31.0,21.0,1.0,0.7,68.0,2.5,1.0,4.0,1.0,12.0,1.0,9.0,0.0,1.0,-46.03747694808034,,,,,,,,,
L (6-25),1,9,20.0,71,0,22,81,0,3.7,42,3.6,1,6,1,9,8,75,0,1,0,2.0,10.0,15.0,117.0,0.0,56.0,296.0,2.0,5.3,71.0,5.8,3.0,18.0,3.0,28.0,2.0,17.0,1.0,1.0,-5.587414769780127,,,,,,,,,
L (0-21),3,13,29.0,95,0,35,57,0,1.6,64,2.4,1,5,1,10,3,15,0,3,0,0.0,9.0,19.0,93.0,1.0,55.0,295.0,2.0,5.4,74.0,5.2,1.0,17.0,1.0,23.0,4.0,35.0,0.0,0.0,13.360726096166992,,,,,,,,,
W (24-10),0,18,28.0,192,2,38,61,1,1.6,66,3.8,3,8,3,22,4,40,0,0,1,2.0,20.0,35.0,157.0,1.0,25.0,148.0,0.0,5.9,60.0,5.1,2.0,6.0,2.0,17.0,8.0,66.0,1.0,1.0,27.115762214480565,,,,,,,,,
L (13-20),2,14,26.0,151,0,33,89,1,2.7,59,4.1,2,6,2,15,7,78,0,2,0,0.0,21.0,34.0,173.0,0.0,31.0,116.0,2.0,3.7,65.0,4.4,3.0,6.0,3.0,18.0,10.0,85.0,0.0,0.0,40.4415087338555,,,,,,,,,
L (23-49),1,10,25.0,114,1,35,141,2,4.0,60,4.3,3,9,3,18,8,68,0,1,0,2.0,23.0,27.0,407.0,3.0,33.0,103.0,4.0,3.1,60.0,8.5,3.0,3.0,3.0,27.0,4.0,39.0,1.0,1.0,27.714308911273942,,,,,,,,,
W (24-11),1,19,27.0,141,1,46,226,2,4.9,73,5.0,1,11,1,21,8,85,1,0,0,3.0,12.0,28.0,174.0,0.0,30.0,163.0,1.0,5.4,58.0,5.8,4.0,9.0,4.0,18.0,3.0,25.0,3.0,0.0,70.63512103274572,,,,,,,,,
L (11-24),1,31,44.0,333,1,21,13,0,0.6,65,5.3,1,1,1,17,9,46,0,1,0,0.0,15.0,23.0,165.0,1.0,30.0,105.0,2.0,3.5,53.0,5.1,1.0,7.0,1.0,13.0,5.0,37.0,0.0,0.0,-13.892103377859735,,,,,,,,,
W (22-7),2,21,24.0,284,1,35,111,0,3.2,59,6.7,2,9,2,21,5,35,2,0,1,0.0,14.0,25.0,133.0,0.0,29.0,78.0,1.0,2.7,54.0,3.9,1.0,3.0,1.0,10.0,7.0,48.0,0.0,0.0,25.04521552650601,,,,,,,,,
W (38-14),1,34,41.0,280,3,30,215,2,7.2,71,7.0,3,9,3,25,8,70,0,1,1,1.0,19.0,34.0,280.0,2.0,19.0,64.0,0.0,3.4,53.0,6.5,2.0,2.0,2.0,13.0,5.0,47.0,1.0,0.0,35.698315469946046,,,,,,,,,
L (20-43),1,25,34.0,230,2,25,109,1,4.4,59,5.7,0,6,0,16,2,17,1,0,1,0.0,19.0,28.0,315.0,2.0,38.0,171.0,3.0,4.5,66.0,7.4,0.0,10.0,0.0,23.0,2.0,10.0,0.0,0.0,51.49448716269098,,,,,,,,,
L (35-52),1,26,38.0,311,1,42,181,4,4.3,80,6.2,2,9,2,27,6,50,1,0,0,1.0,17.0,26.0,372.0,3.0,35.0,329.0,4.0,9.4,61.0,11.5,0.0,11.0,0.0,25.0,8.0,63.0,1.0,0.0,40.4834661511412,,,,,,,,,
L (10-17),2,23,43.0,180,0,15,5,0,0.3,58,3.2,0,2,0,13,5,64,0,2,1,3.0,18.0,29.0,203.0,1.0,45.0,151.0,1.0,3.4,74.0,4.8,3.0,8.0,3.0,23.0,1.0,10.0,1.0,2.0,-7.923860909874753,,,,,,,,,
L (17-23),1,28,49.0,256,2,24,97,0,4.0,73,4.8,4,7,4,20,6,54,0,1,0,2.0,25.0,36.0,303.0,1.0,41.0,207.0,2.0,5.0,77.0,6.6,1.0,11.0,1.0,26.0,6.0,72.0,2.0,0.0,-22.93448267764404,,,,,,,,,
W (56-14),1,31,38.0,382,3,40,205,4,5.1,78,7.5,1,11,1,27,4,40,0,1,0,1.0,20.0,34.0,250.0,1.0,38.0,138.0,1.0,3.6,72.0,5.4,2.0,10.0,2.0,21.0,5.0,40.0,1.0,0.0,18.59714104104585,,,,,,,,,
W (38-16),1,19,27.0,218,3,26,131,2,5.0,53,6.6,6,6,6,21,5,35,0,1,0,0.0,21.0,35.0,164.0,1.0,48.0,161.0,0.0,3.4,83.0,3.9,1.0,13.0,1.0,22.0,12.0,106.0,0.0,0.0,33.97926237137011,,,,,,,,,
L (7-22),1,24,37.0,151,0,31,21,1,0.7,68,2.5,1,4,1,12,1,9,0,1,1,1.0,18.0,30.0,156.0,0.0,38.0,79.0,1.0,2.1,68.0,3.5,1.0,4.0,1.0,13.0,2.0,25.0,0.0,1.0,17.70456222319678,,,,,,,,,
L (17-22),1,5,14.0,4,0,30,178,2,5.9,44,4.1,2,6,2,8,5,50,0,1,0,2.0,34.0,44.0,333.0,1.0,39.0,114.0,1.0,2.9,83.0,5.4,2.0,7.0,2.0,28.0,5.0,47.0,1.0,1.0,-4.752542263166678,,,,,,,,,
W (24-17),0,15,27.0,284,2,33,80,1,2.4,60,6.1,1,5,1,16,8,65,0,0,0,0.0,15.0,32.0,170.0,1.0,40.0,173.0,1.0,4.3,72.0,4.8,3.0,12.0,3.0,20.0,6.0,60.0,0.0,0.0,41.37546173432748,,,,,,,,,
L (17-34),2,28,35.0,310,0,29,87,2,3.0,64,6.2,2,4,2,20,5,25,0,2,0,1.0,20.0,31.0,256.0,2.0,31.0,183.0,2.0,5.9,62.0,7.1,0.0,8.0,0.0,21.0,4.0,40.0,0.0,1.0,28.389365335367582,,,,,,,,,
W (33-27),1,26,39.0,190,1,42,141,3,3.4,81,4.1,1,10,1,21,5,30,1,0,0,1.0,31.0,48.0,306.0,2.0,25.0,104.0,1.0,4.2,73.0,5.6,0.0,9.0,0.0,25.0,8.0,55.0,0.0,1.0,44.27516661634894,,,,,,,,,
L (6-40),1,23,39.0,230,0,36,47,0,1.3,75,3.7,1,5,1,17,6,55,1,0,0,0.0,20.0,27.0,288.0,4.0,36.0,139.0,0.0,3.9,63.0,6.8,2.0,7.0,2.0,19.0,4.0,30.0,0.0,0.0,28.586600398982043,,,,,,,,,
W (45-24),1,24,32.0,359,4,34,135,2,4.0,66,7.5,2,7,2,22,7,64,0,1,1,2.0,22.0,37.0,346.0,1.0,27.0,113.0,2.0,4.2,64.0,7.2,4.0,6.0,4.0,23.0,2.0,30.0,1.0,1.0,22.463678642257133,,,,,,,,,
W (31-29),2,15,24.0,223,2,34,128,2,3.8,58,6.1,4,7,4,20,5,45,2,0,0,1.0,20.0,34.0,305.0,1.0,41.0,152.0,2.0,3.7,75.0,6.1,1.0,10.0,1.0,20.0,18.0,131.0,0.0,1.0,62.97220073535114,,,,,,,,,
W (39-17),0,18,25.0,170,2,36,282,3,7.8,61,7.4,1,10,1,20,12,99,0,0,1,1.0,14.0,27.0,104.0,0.0,35.0,209.0,1.0,6.0,62.0,5.0,3.0,10.0,3.0,19.0,6.0,60.0,1.0,0.0,106.4994849227599,,,,,,,,,
W (38-20),1,27,36.0,268,2,32,152,2,4.8,68,6.2,1,9,1,24,8,50,0,1,1,1.0,8.0,22.0,76.0,0.0,35.0,197.0,1.0,5.6,57.0,4.8,1.0,11.0,1.0,15.0,7.0,53.0,0.0,1.0,139.37786952435104,,,,,,,,,
W (24-7),1,23,37.0,363,1,37,138,2,3.7,74,6.8,3,5,3,22,6,60,1,0,0,3.0,15.0,36.0,244.0,1.0,24.0,89.0,0.0,3.7,60.0,5.6,3.0,7.0,3.0,16.0,11.0,91.0,2.0,1.0,170.6453594498616,,,,,,,,,
W (24-15),0,12,26.0,134,0,31,90,3,2.9,57,3.9,4,5,4,16,5,22,0,0,0,1.0,9.0,16.0,86.0,0.0,44.0,146.0,1.0,3.3,60.0,3.9,1.0,6.0,1.0,13.0,8.0,90.0,0.0,1.0,212.0156805658631,,,,,,,,,
W (39-35),1,32,45.0,371,4,37,116,1,3.1,82,5.9,1,8,1,27,7,66,0,1,0,0.0,17.0,30.0,254.0,2.0,30.0,109.0,2.0,3.6,60.0,6.1,3.0,7.0,3.0,19.0,4.0,35.0,0.0,0.0,19.29993671718105,,,,,,,,,
W (53-10),0,26,34.0,370,5,33,143,2,4.3,67,7.7,4,8,4,29,3,25,0,0,1,0.0,8.0,15.0,102.0,0.0,37.0,129.0,1.0,3.5,52.0,4.4,0.0,7.0,0.0,11.0,11.0,72.0,0.0,0.0,50.30860817429389,,,,,,,,,
L (19-24),1,30,46.0,286,2,20,38,0,1.9,66,4.9,0,6,0,17,8,93,0,1,0,0.0,20.0,28.0,199.0,3.0,35.0,130.0,0.0,3.7,63.0,5.2,6.0,9.0,6.0,27.0,2.0,15.0,0.0,0.0,55.0234605228825,,,,,,,,,
W (31-24),2,27,41.0,256,4,20,56,0,2.8,61,5.1,2,4,2,15,4,35,0,2,1,4.0,21.0,35.0,268.0,2.0,43.0,156.0,1.0,3.6,78.0,5.4,1.0,6.0,1.0,22.0,6.0,57.0,2.0,2.0,105.01510219524464,,,,,,,,,
L (18-42),2,23,41.0,225,2,31,83,0,2.7,72,4.3,0,7,0,19,1,15,0,2,0,0.0,9.0,18.0,146.0,3.0,43.0,313.0,2.0,7.3,61.0,7.5,0.0,14.0,0.0,21.0,8.0,65.0,0.0,0.0,122.4937901294642,,,,,,,,,
L (18-33),1,21,37.0,190,0,19,151,2,7.9,56,6.1,0,6,0,17,1,8,0,1,0,0.0,17.0,26.0,189.0,1.0,53.0,226.0,2.0,4.3,79.0,5.3,0.0,9.0,0.0,21.0,2.0,10.0,0.0,0.0,110.09876042436233,,,,,,,,,
W (45-3),1,24,33.0,287,2,28,99,3,3.5,61,6.3,2,7,2,22,3,40,0,1,1,3.0,18.0,37.0,147.0,0.0,28.0,77.0,0.0,2.8,65.0,3.4,1.0,3.0,1.0,13.0,3.0,27.0,0.0,3.0,16.174989489471194,,,,,,,,,
W (49-21),3,28,40.0,394,3,36,188,4,5.2,76,7.7,2,11,2,31,5,40,2,1,1,1.0,32.0,51.0,250.0,2.0,26.0,86.0,1.0,3.3,77.0,4.4,0.0,7.0,0.0,20.0,4.0,29.0,0.0,1.0,51.5000392806842,,,,,,,,,
W (51-13),1,33,42.0,435,5,31,173,1,5.6,73,8.3,2,10,2,34,6,59,0,1,1,0.0,10.0,26.0,128.0,2.0,24.0,55.0,0.0,2.3,50.0,3.7,1.0,4.0,1.0,12.0,5.0,60.0,0.0,0.0,80.81496336185099,,,,,,,,,
W (43-20),0,19,28.0,315,2,38,171,3,4.5,66,7.4,0,10,0,23,2,10,0,0,1,1.0,25.0,34.0,230.0,2.0,25.0,109.0,1.0,4.4,59.0,5.7,0.0,6.0,0.0,16.0,2.0,17.0,1.0,0.0,113.66408116994327,,,,,,,,,
W (52-17),1,19,26.0,311,2,35,300,5,8.6,61,10.0,2,11,2,25,5,55,0,1,1,1.0,14.0,24.0,173.0,0.0,45.0,179.0,2.0,4.0,69.0,5.1,1.0,11.0,1.0,18.0,9.0,68.0,0.0,1.0,152.8682619131526,,,,,,,,,
W (31-23),2,13,20.0,175,1,39,262,3,6.7,59,7.4,0,15,0,24,6,60,1,1,0,0.0,11.0,21.0,158.0,0.0,44.0,205.0,2.0,4.7,65.0,5.6,2.0,13.0,2.0,22.0,3.0,15.0,0.0,0.0,191.1175774359523,,,,,,,,,
W (49-35),2,39,48.0,344,3,25,118,3,4.7,73,6.3,2,7,2,27,6,55,1,1,1,3.0,33.0,43.0,385.0,2.0,29.0,92.0,3.0,3.2,72.0,6.6,1.0,5.0,1.0,23.0,4.0,45.0,2.0,1.0,23.37365781104824,,,,,,,,,
W (40-3),0,36,50.0,363,4,27,167,0,6.2,77,6.9,0,9,0,25,5,35,0,0,0,2.0,14.0,29.0,160.0,0.0,28.0,37.0,0.0,1.3,57.0,3.5,0.0,3.0,0.0,10.0,3.0,25.0,0.0,2.0,26.493349247781367,,,,,,,,,
L (13-41),3,35,59.0,304,0,29,64,1,2.2,88,4.2,0,5,0,25,3,30,0,3,0,0.0,20.0,31.0,259.0,3.0,23.0,125.0,2.0,5.4,54.0,7.1,1.0,6.0,1.0,20.0,3.0,20.0,0.0,0.0,39.86525485215992,,,,,,,,,
W (44-27),2,22,36.0,334,3,38,118,1,3.1,74,6.1,3,8,3,24,1,5,1,1,1,3.0,21.0,37.0,157.0,2.0,40.0,290.0,2.0,7.3,77.0,5.8,1.0,16.0,1.0,26.0,5.0,54.0,1.0,2.0,85.80817047700626,,,,,,,,,
